row_index,field,label_or_action,issue_type,reason,student_utterance,miniLM_labels,hope_signals,target_policy_action
33,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when I plot the lines for linear equations, sometimes they don't cross nicely, like they intersect between grid lines, how to read that from the graph only?","confusion, question, graphical","Moderate load_risk, Partial mastery",EXPLAIN
33,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"when I plot the lines for linear equations, sometimes they don't cross nicely, like they intersect between grid lines, how to read that from the graph only?","confusion, question, graphical","Moderate load_risk, Partial mastery",EXPLAIN
33,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"when I plot the lines for linear equations, sometimes they don't cross nicely, like they intersect between grid lines, how to read that from the graph only?","confusion, question, graphical","Moderate load_risk, Partial mastery",EXPLAIN
33,hope_signals,Partial mastery,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"when I plot the lines for linear equations, sometimes they don't cross nicely, like they intersect between grid lines, how to read that from the graph only?","confusion, question, graphical","Moderate load_risk, Partial mastery",EXPLAIN
34,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,is there like a simpler way to see this? this is too complicated.,"confusion, question, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
34,miniLM_labels,cognitive_overload,obvious_missing_label,Strong cue exists but label is not assigned.,is there like a simpler way to see this? this is too complicated.,"confusion, question, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
34,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,is there like a simpler way to see this? this is too complicated.,"confusion, question, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
34,target_policy_action,REPRESENTATION_TRANSLATION,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,is there like a simpler way to see this? this is too complicated.,"confusion, question, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
35,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the SOH CAH TOA thing, can you show it on a real-life ramp or something instead of just a triangle on paper? how does it relate to like height of a building?","question, representation_shift, physical, curiosity",High ki_score opportunity,VISUAL_ANALOGY
35,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the SOH CAH TOA thing, can you show it on a real-life ramp or something instead of just a triangle on paper? how does it relate to like height of a building?","question, representation_shift, physical, curiosity",High ki_score opportunity,VISUAL_ANALOGY
35,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"the SOH CAH TOA thing, can you show it on a real-life ramp or something instead of just a triangle on paper? how does it relate to like height of a building?","question, representation_shift, physical, curiosity",High ki_score opportunity,VISUAL_ANALOGY
35,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"the SOH CAH TOA thing, can you show it on a real-life ramp or something instead of just a triangle on paper? how does it relate to like height of a building?","question, representation_shift, physical, curiosity",High ki_score opportunity,VISUAL_ANALOGY
35,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"the SOH CAH TOA thing, can you show it on a real-life ramp or something instead of just a triangle on paper? how does it relate to like height of a building?","question, representation_shift, physical, curiosity",High ki_score opportunity,VISUAL_ANALOGY
36,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the combined solids like a cone on a cylinder, how do we know which areas to add for TSA? like show a 3d model where we can turn it around.","confusion, question, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
36,miniLM_labels,diagrammatic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the combined solids like a cone on a cylinder, how do we know which areas to add for TSA? like show a 3d model where we can turn it around.","confusion, question, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
36,miniLM_labels,low_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"the combined solids like a cone on a cylinder, how do we know which areas to add for TSA? like show a 3d model where we can turn it around.","confusion, question, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
36,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"the combined solids like a cone on a cylinder, how do we know which areas to add for TSA? like show a 3d model where we can turn it around.","confusion, question, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
36,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"the combined solids like a cone on a cylinder, how do we know which areas to add for TSA? like show a 3d model where we can turn it around.","confusion, question, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
37,miniLM_labels,simplification_request,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i just dont understand what this means, can you give me another way to look at it?","confusion, question, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
37,miniLM_labels,ready_for_next,obvious_missing_label,Strong cue exists but label is not assigned.,"i just dont understand what this means, can you give me another way to look at it?","confusion, question, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
37,target_policy_action,REPRESENTATION_TRANSLATION,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,"i just dont understand what this means, can you give me another way to look at it?","confusion, question, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
38,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"aaa similarity, can you show two triangles where like they have same angles but diff sizes? like one small, one big, so i can see it.","question, diagrammatic, representation_shift",Moderate load_risk,VISUAL_ANALOGY
38,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"aaa similarity, can you show two triangles where like they have same angles but diff sizes? like one small, one big, so i can see it.","question, diagrammatic, representation_shift",Moderate load_risk,VISUAL_ANALOGY
38,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"aaa similarity, can you show two triangles where like they have same angles but diff sizes? like one small, one big, so i can see it.","question, diagrammatic, representation_shift",Moderate load_risk,VISUAL_ANALOGY
38,hope_signals,Moderate load_risk,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"aaa similarity, can you show two triangles where like they have same angles but diff sizes? like one small, one big, so i can see it.","question, diagrammatic, representation_shift",Moderate load_risk,VISUAL_ANALOGY
39,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"impossible and sure events in probability, can we have like an interactive simulation for that? like rolling a dice where we can actually see no 7 comes up.","question, representation_shift, curiosity",High ki_score opportunity,REPRESENTATION_TRANSLATION
39,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"impossible and sure events in probability, can we have like an interactive simulation for that? like rolling a dice where we can actually see no 7 comes up.","question, representation_shift, curiosity",High ki_score opportunity,REPRESENTATION_TRANSLATION
