index,category,utterance,old_action,new_action,rule,old_labels,new_labels
826,1,"the section formula, i don't understand how m1 and m2 divide the line. can you show it on a graph with actual coordinates?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, procedural_focus, question, representation_shift, request_representation","algebraic, confusion, curiosity, diagrammatic, graphical, procedural_focus, question, representation_shift, request_representation"
839,1,"when do we use mean, median, or mode? it's confusing. can you give situations where each is best, like real life examples?",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"algebraic, confusion, curiosity, example_request, physical, question, transfer_attempt","algebraic, confusion, curiosity, example_request, question, transfer_attempt"
846,1,"i'm not getting the connection between these steps, is there a simpler way to represent this logic?",SOCRATIC_Q,EXPLAIN,confusion->explain,"abstraction_attempt, curiosity, procedural_focus, question, simplification_request","abstraction_attempt, curiosity, procedural_focus, question, simplification_request"
851,1,"this proof by contradiction na, i don't get the idea. can you give me a simple real-life example to understand it better, like not math?",WORKED_EXAMPLE,ANALOGOUS_EXAMPLE,everyday->analogous_example,"abstraction_attempt, algebraic, confusion, curiosity, example_request, question, simplification_request","abstraction_attempt, algebraic, confusion, curiosity, example_request, question, simplification_request"
874,1,"this whole thing is so abstract, i don't get the 'concept' part. can you give a real-life example like to make me understand?",WORKED_EXAMPLE,ANALOGOUS_EXAMPLE,everyday->analogous_example,"abstraction_attempt, confusion, curiosity, example_request, question","abstraction_attempt, confusion, curiosity, example_request, question"
892,1,"this is all too theoretical na, can you give a practical example to understand what we are doing?",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, physical, question, transfer_attempt","curiosity, example_request, question, transfer_attempt"
897,1,sin 30 cos 60 values are confusing. is there a hand trick or like a table to remember them quickly?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, confusion, curiosity, physical, question, representation_shift, request_representation, shortcut_seeking, tabular","algebraic, confusion, curiosity, question, representation_shift, request_representation, shortcut_seeking, tabular"
898,1,"this proof by contradiction, my mind is spinning. can you explain the logic with a non-math example, like a real life story?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, algebraic, curiosity, physical, question, self_monitoring, transfer_attempt, verbal_analogy","abstraction_attempt, algebraic, curiosity, question, self_monitoring, transfer_attempt, verbal_analogy"
902,1,when will i use this in real life? like what's the point of learning this?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
922,1,"how to remember sin 30, cos 60 values? always confuse them. is there some trick like a table or a hand method?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, confusion, curiosity, physical, procedural_focus, question, recurring_error, representation_shift, request_representation, shortcut_seeking, tabular","algebraic, confusion, curiosity, procedural_focus, question, recurring_error, representation_shift, request_representation, shortcut_seeking, tabular"
925,1,"all this math na, where do we even use it in real life? can you give a practical example?",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, physical, question, transfer_attempt","curiosity, example_request, question, transfer_attempt"
939,1,"this is all theoretical na, can you give me a practical example, something real life?",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, physical, question, transfer_attempt","curiosity, example_request, question, transfer_attempt"
943,1,"i can't understand from words only, can you show me this thing visually, like a picture?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, environmental_feedback, low_confidence, question, representation_shift, request_representation, self_monitoring","confusion, curiosity, environmental_feedback, low_confidence, question, representation_shift, request_representation, self_monitoring"
947,1,"this is all too theoretical, can you just give a real life example where we use this? makes it easier to understand",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, physical, question, shortcut_seeking, simplification_request, transfer_attempt","curiosity, example_request, question, shortcut_seeking, simplification_request, transfer_attempt"
950,1,proof by contradiction is like assuming false to prove true? my head is spinning. can you give a simple non-math example to show how it works?,WORKED_EXAMPLE,ANALOGOUS_EXAMPLE,everyday->analogous_example,"abstraction_attempt, algebraic, cognitive_overload, curiosity, example_request, question, simplification_request, verbal_analogy","abstraction_attempt, algebraic, cognitive_overload, curiosity, example_request, question, simplification_request, verbal_analogy"
957,1,"all this theory, can you just tell me where we use this in real life? a practical example please.",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, shortcut_seeking, transfer_attempt","abstraction_attempt, curiosity, question, shortcut_seeking, transfer_attempt"
966,1,"this concept is very abstract, can you relate it to something from real life? like a real-world example?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt","abstraction_attempt, curiosity, question, transfer_attempt"
975,1,i don't understand what is the use of this in real life. can you give me a real example where we use this concept?,ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"abstraction_attempt, curiosity, example_request, physical, question, transfer_attempt","abstraction_attempt, confusion, curiosity, example_request, question, transfer_attempt"
976,1,"sin 30, cos 45, tan 60, all these values are so hard to remember. is there any trick like a hand method or a small diagram to make it easier?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, physical, procedural_focus, question, representation_shift, request_representation, shortcut_seeking, simplification_request","algebraic, curiosity, diagrammatic, procedural_focus, question, representation_shift, request_representation, shortcut_seeking, simplification_request"
981,1,why root 2 is irrational? i don't understand the proof by contradiction. can you show it like step-by-step in simpler words?,WORKED_EXAMPLE,WORKED_EXAMPLE,(labels-only),"abstraction_attempt, algebraic, curiosity, environmental_feedback, example_request, procedural_focus, question, simplification_request","abstraction_attempt, algebraic, confusion, curiosity, environmental_feedback, example_request, procedural_focus, question, simplification_request"
984,1,"sin cos tan ratios for 30 45 60 degrees, how to remember them? is there a table or hand trick or something to quickly find values?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, physical, question, representation_shift, request_representation, shortcut_seeking, tabular","algebraic, curiosity, question, representation_shift, request_representation, shortcut_seeking, tabular"
992,1,"too many formulas na, can you give a real life example for this thing?",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"cognitive_overload, curiosity, example_request, physical, question, transfer_attempt","cognitive_overload, curiosity, example_request, question, transfer_attempt"
1000,1,"sin 30, cos 60, all these values na, i always forget. is there some trick like a table or a hand diagram to remember them easily?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, low_confidence, physical, prerequisite_awareness, prerequisite_weakness, question, recurring_error, representation_shift, request_representation, shortcut_seeking, tabular","algebraic, curiosity, diagrammatic, low_confidence, prerequisite_awareness, prerequisite_weakness, question, recurring_error, representation_shift, request_representation, shortcut_seeking, tabular"
1002,1,"what is this you shaped graph, like parabola? why it's like that? can you show me some real life example?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, graphical, physical, question, representation_shift, request_representation, transfer_attempt","algebraic, curiosity, graphical, question, representation_shift, request_representation, transfer_attempt"
