student_utterance,concept_id,miniLM_labels,hope_signals,target_policy_action,category
"too many steps, can you flowchart this whole process?",INHERIT_CURRENT_CONCEPT,"cognitive_overload, request_representation, diagrammatic",High load_risk,REPRESENTATION_TRANSLATION,1
"the contradiction proof, why we start with opposite? can you show me like step by step with numbers how it breaks down for root 5?",jemh101__proof_by_contradiction_method,"confusion, question, procedural_focus, example_request","Moderate load_risk, High productive_struggle",WORKED_EXAMPLE,1
"when i draw these linear equation graphs, my lines are always wobbly, can you show a digital graph or something exact?",jemh103__graphical_method_solving,"confusion, diagrammatic, request_representation, graphical","Low confidence, Moderate load_risk",REPRESENTATION_TRANSLATION,1
"all these 30 45 60 degree values, how to remember? is there a trick table or something visual?",jemh108__trig_ratios_specific_angles,"question, request_representation, tabular, curiosity","High ki_score opportunity, Partial mastery",VISUAL_ANALOGY,1
"parabola has zeroes, so it cuts x-axis. but what if it doesn't cut? like show me a parabola that floats above x axis, what are its zeroes then?",jemh102__quadratic_zero_geometry,"question, graphical, curiosity, misconception_clue","High productive_struggle, Active misconception check",REPRESENTATION_TRANSLATION,1
"when they combine shapes like cylinder and cone, where does the 'contact area' go? show me with like an animation or 3d model.",jemh112__surface_area_combined_solids,"confusion, diagrammatic, request_representation, physical","High load_risk, Active misconception",REPRESENTATION_TRANSLATION,1
"finding nth term in AP, i get the 'a + (n-1)d' but can you show me a number line or blocks to like physically see how the terms are generated?",jemh105__nth_term_formula,"confusion, request_representation, physical, representation_shift","Moderate load_risk, High productive_struggle",VISUAL_ANALOGY,1
"this entire thing is just too confusing, can you explain it to me in like super simple words? i am not getting anything",INHERIT_CURRENT_CONCEPT,"confusion, question, cognitive_overload",High load_risk,EXPLAIN,1
"that quadratic formula has root and b square minus 4ac n all, but like where does it come from? can you show a diagram or something?",jemh104__quadratic_formula,"confusion, question, algebraic, graphical","Moderate load_risk, High ki_score opportunity",VISUAL_ANALOGY,1
"i am just memorizing this, but like what is the point of learning this? why should i care?",INHERIT_CURRENT_CONCEPT,"curiosity, question, disengagement",Moderate productive_struggle,SOCRATIC_Q,1
"that HCF x LCM = product of two numbers, can you show me one example with like actual numbers, not just 'a' and 'b'?",jemh101__hcf_lcm_product_relation,"confusion, example_request, algebraic",High load_risk,WORKED_EXAMPLE,1
"distance formula is root over x2-x1 whole square plus y2-y1 whole square na, but like how does that get the actual length, is it like a triangle?",jemh107__distance_formula,"confusion, graphical, question, representation_shift","Partial mastery, Moderate load_risk",REPRESENTATION_TRANSLATION,1
"this whole paragraph is too long, can you just give me the main points or like a summary in bullet points?",INHERIT_CURRENT_CONCEPT,"cognitive_overload, question, request_representation",High load_risk,REPRESENTATION_TRANSLATION,1
"sin square A + cos square A = 1, how do they prove it? can you show it on a triangle, how it works?",jemh108__pythagorean_trig_identities,"confusion, question, diagrammatic, representation_shift",High ki_score opportunity,VISUAL_ANALOGY,1
"i am not able to imagine this, can you use like real blocks or some physical thing to show me how it looks?",INHERIT_CURRENT_CONCEPT,"request_representation, physical, graphical","High load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION,1
"median formula for grouped data, its like L + (n/2 - cf) / f * h right? can u just show one full example step by step how to apply it?",jemh113__median_grouped_data,"procedural_focus, question, example_request",Moderate load_risk,WORKED_EXAMPLE,1
what is similar figures exactly? can you show me two triangles that are similar but like one is much bigger than other?,jemh106__similar_figures,"question, example_request, diagrammatic",Partial mastery,VISUAL_ANALOGY,1
how does y=x^2 graph look like a U shape? can you show me step by step how to plot points for that equation?,jemh102__quadratic_zero_geometry,"confusion,graphical,question,representation_shift",High load_risk,REPRESENTATION_TRANSLATION,1
"this text explanation is too much na, can you show me a picture instead of all these words?",INHERIT_CURRENT_CONCEPT,"confusion,request_representation,cognitive_overload",High load_risk,REPRESENTATION_TRANSLATION,1
"consistent, inconsistent... what do these words even mean for equations? can you show with like, two real equations na?",jemh103__system_classification,"confusion,example_request,verbal_analogy",Moderate load_risk,EXPLAIN,1
"angle of elevation always confuses me in the diagram, can you explain in simple words what it actually is?",jemh109__angle_of_elevation,"confusion,diagrammatic,question","Partial mastery,High load_risk",EXPLAIN,1
"i am not getting this, is there any other way to teach this? like maybe a video?",INHERIT_CURRENT_CONCEPT,"confusion,request_representation,representation_shift",High load_risk,REPRESENTATION_TRANSLATION,1
"tangent perpendicular to radius, i know the theorem but like, can you draw it for me so i really see it?",jemh110__tangent_radius_perpendicularity,"confusion,diagrammatic,request_representation",Partial mastery,VISUAL_ANALOGY,1
"this contradiction thing, its hard to grasp. can you show an example with just simple numbers or a very simple statement instead of complex math?",jemh101__proof_by_contradiction_method,"confusion,example_request,abstraction_attempt",High load_risk,SOCRATIC_Q,1
is this even useful in real life? i dont get why we are learning this.,INHERIT_CURRENT_CONCEPT,"disengagement,curiosity,question",Low productive_struggle,EXPLAIN,1
"the formula for nth term of AP, i know `a + (n-1)d` but like, why is it `n-1`? can u show it visually how it works?",jemh105__nth_term_formula,"confusion,question,representation_shift",High productive_struggle,REPRESENTATION_TRANSLATION,1
"this is too much information, can you break it down into smaller parts or a summary?",INHERIT_CURRENT_CONCEPT,"cognitive_overload,request_hint,confusion",High load_risk,REPRESENTATION_TRANSLATION,1
"this diagram is not making sense, can you show it like a video or something?",INHERIT_CURRENT_CONCEPT,"confusion, representation_shift, diagrammatic",High load_risk,REPRESENTATION_TRANSLATION,1
"when you say equally likely outcomes, what does that even mean? can you show with like a coin or a dice?",jemh114__random_experiment_equally_likely,"confusion, question, example_request, representation_shift","Moderate load_risk, High ki_score opportunity",VISUAL_ANALOGY,1
"too many equations, my head is spinning. can we try a word problem instead?",INHERIT_CURRENT_CONCEPT,"cognitive_overload, representation_shift, frustration",High load_risk,REPRESENTATION_TRANSLATION,1
"this nth term formula is confusing. can you show it like how we count numbers, not just 'a' and 'd'?",jemh105__nth_term_formula,"confusion, representation_shift, question, procedural_focus","Moderate load_risk, Partial mastery",EXPLAIN,1
"tangent perpendicular to radius, i cant imagine this. can you show it like with a compass and ruler or something?",jemh110__tangent_radius_perpendicularity,"confusion, request_representation, physical, diagrammatic","High load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION,1
"this whole thing is just making me blank, is there a simpler way to explain it to me?",INHERIT_CURRENT_CONCEPT,"confusion, cognitive_overload, low_confidence",High load_risk,EXPLAIN,1
"proving root 5 is irrational is too many steps, can you show it as like a mind map?",jemh101__proving_irrationality_root_n,"confusion, cognitive_overload, request_representation, diagrammatic",High load_risk,REPRESENTATION_TRANSLATION,1
what is similar figures like the definitions only. can u show examples of what is similar what is not similar?,jemh106__similar_figures,"question, example_request, confusion, representation_shift",Moderate load_risk,VISUAL_ANALOGY,1
"i am just not getting this, can you use different words, like explain it to a small child?",INHERIT_CURRENT_CONCEPT,"confusion, low_confidence, request_representation",High load_risk,EXPLAIN,1
"midpoint formula means what, i am seeing only x1 x2 y1 y2. can u show it on a graph with actual points?",jemh107__midpoint_formula,"confusion, question, representation_shift, graphical, algebraic","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION,1
"this theory is too abstract, like can you give me a practical example or a simulation?",INHERIT_CURRENT_CONCEPT,"confusion, request_representation, verbal_analogy","High load_risk, Low productive_struggle",REPRESENTATION_TRANSLATION,1
why is the tangent always 90 degrees to radius? like how to prove it with a drawing or animation?,jemh110__tangent_radius_perpendicularity,"confusion, question, diagrammatic, request_representation","Moderate load_risk, High ki_score opportunity",VISUAL_ANALOGY,1
"my mind is getting stuck in these many words, can you make it like a flowchart or steps?",INHERIT_CURRENT_CONCEPT,"confusion, cognitive_overload, request_representation",High load_risk,REPRESENTATION_TRANSLATION,1
"the nth term formula, can you show it like a table or step-by-step for an example, not just the 'an = a + (n-1)d' thing?",jemh105__nth_term_formula,"confusion, request_representation, procedural_focus, tabular","Moderate load_risk, Partial mastery",WORKED_EXAMPLE,1
"this contradiction proof in real numbers, its so confusing. can you like show it with some simple daily life logic first?",jemh101__proof_by_contradiction_method,"confusion, verbal_analogy, request_representation","High load_risk, Low productive_struggle",SOCRATIC_Q,1
"i totally lost the thread here, can you explain it from another angle?",INHERIT_CURRENT_CONCEPT,"confusion, question, representation_shift",High load_risk,EXPLAIN,1
